item	itemNumber	block	type	shapeOne	shapeTwo	shapeThree	shapeFour	line	shapeFive	shapeSix	shapeSeven	shapeEight	sID	mode	onset_time	record_time	response	Other_keys
93	6.0	2	sample	sqyellow	circlered	sqyellow	none	line	sqyellow	circlered	sqyellow	none	10	prime	1308598377.603002	1.961908	9	
94	21.0	2	sample	sqpurp	octoblack	sqpurp	none	line	sqblack	octopurp	sqblack	none	10	prime	1308598380.053887	3.057571	8	
95	95.0	2	sample	tripurp	trired	diapurp	diared	line	tripurp	diapurp	diared	none	10	prime	1308598383.620409	3.186872	8	
96	63.0	2	sample	trigreen	heartred	sqyellow	diablue	line	heartgreen	trired	circleyellow	octoblue	10	prime	1308598387.325729	2.978434	5	
97	23.0	2	sample	tripurp	circleblue	tripurp	none	line	circlepurp	triblue	triblue	none	10	prime	1308598390.805199	2.730651	7	
98	26.0	2	sample	octoblue	circlepurp	diared	diagreen	line	sqblue	heartpurp	trired	trigreen	10	prime	1308598394.054304	3.542003	6	
99	102.0	2	sample	octoblue	octoblue	trigreen	trired	line	triblack	circlegreen	octored	none	10	prime	1308598398.107063	2.273449	1	
100	44.0	2	sample	heartpurp	circleblack	diayellow	none	line	diayellow	sqblue	heartpurp	none	10	prime	1308598400.872497	3.336331	2	
101	74.0	2	sample	triblue	heartyellow	circlepurp	none	line	none	tripurp	heartyellow	none	10	prime	1308598404.695256	5.347262	6	
102	34.0	2	sample	sqpurp	heartgreen	sqpurp	octogreen	line	heartpurp	heartgreen	sqgreen	octogreen	10	prime	1308598410.551691	3.518099	6	
103	11.0	2	sample	octored	heartblack	circleyellow	none	line	heartgreen	circlered	diagreen	none	10	prime	1308598414.564221	2.422375	1	
104	32.0	2	sample	octoblack	diayellow	circleblack	circleyellow	line	octoblack	octoblack	circleyellow	circleyellow	10	prime	1308598417.498728	3.515164	7	
item	itemNumber	block	type	shapeOne	shapeTwo	shapeThree	shapeFour	line	shapeFive	shapeSix	shapeSeven	shapeEight	sID	mode	onset_time	record_time	response	Other_keys
0	11.0	2	sample	diagreen	triblue	circleblack	none	line	tripurp	circlegreen	heartpurp	none	11	prime	1308597888.464402	3.740489	9	
1	20.0	2	sample	tripurp	circlered	tripurp	none	line	trired	circlepurp	trired	none	11	prime	1308597892.709539	2.147102	9	
2	50.0	2	sample	octogreen	octopurp	triblack	none	line	octoyellow	octopurp	triblack	none	11	prime	1308597895.356540	2.433529	9	
3	12.0	2	sample	circleblack	heartpurp	circlegreen	none	line	diablack	circlepurp	diagreen	none	11	prime	1308597898.283413	4.710709	7	
4	27.0	2	sample	tripurp	sqblack	diared	diayellow	line	octopurp	circleblack	heartred	heartyellow	11	prime	1308597903.513786	3.739657	1	
5	51.0	2	sample	triyellow	triblue	circleblack	none	line	trired	triblue	circleblack	none	11	prime	1308597907.755538	1.271189	9	
6	98.0	2	sample	trired	trired	circleyellow	circlegreen	line	circlered	octoyellow	trigreen	none	11	prime	1308597909.539147	3.481748	4	
7	54.0	2	sample	diagreen	diagreen	diared	diared	line	sqred	sqblue	sqblue	octogreen	11	prime	1308597913.536799	2.135792	1	
8	40.0	2	sample	heartyellow	sqblue	octoblack	none	line	diapurp	trired	circlegreen	none	11	prime	1308597916.170269	3.314161	1	
9	101.0	2	sample	circleyellow	circlepurp	sqyellow	sqgreen	line	sqpurp	heartyellow	circlegreen	none	11	prime	1308597919.987637	3.225798	7	
10	62.0	2	sample	diared	octoblue	heartgreen	triyellow	line	octored	diablue	circlegreen	sqyellow	11	prime	1308597923.734138	4.003859	8	
11	77.0	2	sample	sqblue	heartred	diapurp	none	line	none	heartred	diapurp	none	11	prime	1308597928.221128	1.787363	8	
12	105.0	2	sample	diablue	diablue	triyellow	trired	line	triblue	circleyellow	diared	none	11	prime	1308597930.519347	4.195910	6	
13	32.0	2	sample	sqgreen	diayellow	trigreen	triyellow	line	sqgreen	sqgreen	triyellow	triyellow	11	prime	1308597935.232638	4.056933	6	
14	18.0	2	sample	sqblue	circleyellow	sqblue	none	line	circleyellow	sqblue	circleyellow	none	11	prime	1308597939.782524	3.070287	6	
15	85.0	2	sample	heartpurp	octoblack	circlepurp	none	line	none	heartblack	circleblack	none	11	prime	1308597943.336090	6.079700	7	
16	97.0	2	sample	heartgreen	octogreen	octored	none	line	heartgreen	heartred	octogreen	octored	11	prime	1308597949.919926	4.832414	8	
17	46.0	2	sample	sqblue	circlegreen	octored	none	line	heartblue	circlegreen	trired	none	11	prime	1308597955.250192	4.358141	6	
18	67.0	2	sample	triyellow	heartgreen	sqred	circleyellow	line	heartyellow	trigreen	sqred	trired	11	prime	1308597960.127686	5.049291	8	
19	19.0	2	sample	octored	sqblue	octored	none	line	sqblue	octored	sqblue	none	11	prime	1308597965.672087	4.012846	8	
20	70.0	2	sample	circleyellow	octored	heartblack	circlepurp	line	circleyellow	octored	heartblack	circlepurp	11	prime	1308597970.199107	2.137457	9	
21	66.0	2	sample	tripurp	sqblack	circleblue	heartpurp	line	sqpurp	triblack	circleblue	triblue	11	prime	1308597972.856535	5.330409	7	
22	91.0	2	sample	none	octored	circlered	none	line	octored	triblack	circlered	none	11	prime	1308597978.674430	3.307789	8	
23	31.0	2	sample	tripurp	heartgreen	diapurp	heartpurp	line	heartgreen	sqblack	sqblack	diablack	11	prime	1308597982.494341	4.675356	6	
24	7.0	2	sample	octoblue	sqgreen	octoblue	none	line	octoblue	sqgreen	octoblue	none	11	prime	1308597987.663479	2.323663	9	
25	6.0	2	sample	sqred	circlegreen	sqred	none	line	sqred	circlegreen	sqred	none	11	prime	1308597990.480260	1.048190	9	
26	73.0	2	sample	sqgreen	circleyellow	octopurp	none	line	none	heartblack	triblue	none	11	prime	1308597992.012447	3.427246	6	
27	39.0	2	sample	trigreen	trigreen	circlepurp	octopurp	line	trigreen	circlegreen	tripurp	circlepurp	11	prime	1308597995.958594	4.651959	7	
28	16.0	2	sample	octoyellow	diagreen	octoyellow	none	line	octoyellow	diayellow	octoyellow	none	11	prime	1308598001.103192	3.750108	8	
29	65.0	2	sample	octogreen	diablue	octopurp	sqred	line	diablue	octoblue	triyellow	sqred	11	prime	1308598005.370084	6.957840	7	
30	78.0	2	sample	sqblack	heartblue	circlegreen	none	line	none	sqblack	heartblue	none	11	prime	1308598012.809672	2.749997	8	
31	43.0	2	sample	circlepurp	heartblue	trigreen	none	line	triyellow	diablack	sqblue	none	11	prime	1308598016.056588	6.032913	6	
32	42.0	2	sample	circlered	heartblack	octopurp	none	line	octoblue	trigreen	diablack	none	11	prime	1308598022.585149	6.564571	6	
33	45.0	2	sample	trired	circleblack	octogreen	none	line	octogreen	diapurp	trired	none	11	prime	1308598029.646386	3.149452	6	
34	94.0	2	sample	diagreen	diablue	sqgreen	sqblue	line	diagreen	sqgreen	sqblue	none	11	prime	1308598033.297226	3.310495	8	
35	57.0	2	sample	sqyellow	octogreen	diablue	triblack	line	octoblack	triblue	sqgreen	diayellow	11	prime	1308598037.123696	4.621697	9	
36	5.0	2	sample	heartgreen	sqblue	octoyellow	none	line	trired	sqblue	octoyellow	none	11	prime	1308598042.240275	2.571223	8	
37	74.0	2	sample	trigreen	circleblack	heartpurp	none	line	none	tripurp	circleblack	none	11	prime	1308598045.297011	1.834714	8	
38	93.0	2	sample	octoblue	heartpurp	triblack	circlegreen	line	diayellow	sqred	octoblue	none	11	prime	1308598047.637820	6.338638	4	
39	83.0	2	sample	sqyellow	trigreen	sqyellow	none	line	none	sqgreen	sqgreen	none	11	prime	1308598054.457293	3.065848	8	
40	82.0	2	sample	circleblack	heartred	circleblack	none	line	none	circlered	circlered	none	11	prime	1308598058.007707	1.968301	8	
41	28.0	2	sample	circleyellow	octored	circleyellow	octoblack	line	circleyellow	sqred	circleyellow	sqblack	11	prime	1308598060.488982	3.580588	8	
42	24.0	2	sample	sqpurp	circlepurp	octopurp	tripurp	line	diablack	heartblack	sqblack	circleblack	11	prime	1308598064.582223	7.972885	6	
43	14.0	2	sample	octopurp	triyellow	octopurp	none	line	octopurp	trigreen	octopurp	none	11	prime	1308598073.050462	2.620397	8	
44	87.0	2	sample	none	circleblack	octoblack	none	line	circleyellow	sqblack	octoyellow	none	11	prime	1308598076.152528	5.302394	8	
45	84.0	2	sample	octogreen	circleblack	trigreen	none	line	none	octoblack	triblack	none	11	prime	1308598081.940638	2.248856	8	
46	9.0	2	sample	triblue	sqyellow	octoblack	none	line	triblue	sqgreen	octoblue	none	11	prime	1308598084.685640	3.730126	8	
47	61.0	2	sample	circlepurp	diagreen	trired	heartgreen	line	circlepurp	heartblue	trired	diayellow	11	prime	1308598088.933360	5.747010	9	
48	95.0	2	sample	sqpurp	sqred	tripurp	trired	line	sqpurp	tripurp	trired	none	11	prime	1308598095.189711	5.921166	8	
49	104.0	2	sample	heartpurp	heartpurp	octoblue	octored	line	octopurp	diablue	heartred	none	11	prime	1308598101.615971	5.842402	7	
50	90.0	2	sample	none	heartyellow	triyellow	none	line	heartyellow	circleblue	triyellow	none	11	prime	1308598107.945242	1.899680	8	
51	53.0	2	sample	diagreen	diagreen	diagreen	diagreen	line	trired	trired	trired	trired	11	prime	1308598110.366548	1.417480	1	
52	30.0	2	sample	trired	diagreen	sqred	diared	line	diagreen	heartpurp	heartpurp	sqpurp	11	prime	1308598112.299198	3.578387	3	
53	25.0	2	sample	circlepurp	octopurp	sqpurp	tripurp	line	diablack	heartblack	circleblack	octoblack	11	prime	1308598116.390988	6.977755	6	
54	49.0	2	sample	sqblack	octored	heartyellow	none	line	heartyellow	octored	sqblack	none	11	prime	1308598123.860897	2.673283	9	
55	71.0	2	sample	circleblue	diapurp	octored	circleblack	line	circleblue	diapurp	octored	circleblack	11	prime	1308598127.049778	1.688679	9	
56	68.0	2	sample	octored	diayellow	sqred	heartyellow	line	octored	diayellow	sqred	heartyellow	11	prime	1308598129.253644	1.821667	9	
57	47.0	2	sample	triblack	sqyellow	heartgreen	none	line	diablack	sqyellow	octogreen	none	11	prime	1308598131.568177	3.766412	7	
58	100.0	2	sample	heartpurp	heartblack	octopurp	octored	line	octoblack	tripurp	heartred	none	11	prime	1308598135.840061	6.289603	6	
59	29.0	2	sample	octoblue	trigreen	octoblue	triblack	line	octoblue	sqgreen	octoblue	sqblack	11	prime	1308598142.647180	5.581907	8	
60	13.0	2	sample	sqpurp	trigreen	sqblue	none	line	octopurp	sqgreen	octoblue	none	11	prime	1308598148.722355	4.478231	7	
61	33.0	2	sample	circlered	diagreen	octored	octogreen	line	circlered	circlered	octogreen	octogreen	11	prime	1308598153.716153	6.842954	7	
62	37.0	2	sample	sqblack	diayellow	sqblack	diayellow	line	diayellow	sqblack	diayellow	sqblack	11	prime	1308598161.068570	2.821766	9	
63	10.0	2	sample	triblack	diayellow	circlered	none	line	diablue	circleblack	octoblue	none	11	prime	1308598164.387497	5.121135	6	
64	1.0	2	sample	circleblack	triyellow	octored	none	line	diablue	sqpurp	heartblack	none	11	prime	1308598170.003468	5.521262	1	
65	21.0	2	sample	octogreen	triblack	octogreen	none	line	octoblack	trigreen	octoblack	none	11	prime	1308598176.020174	6.017871	9	
66	75.0	2	sample	octogreen	triblue	sqpurp	none	line	none	octopurp	triblue	none	11	prime	1308598182.524120	3.209746	7	
67	80.0	2	sample	heartgreen	heartpurp	heartgreen	none	line	none	heartgreen	heartgreen	none	11	prime	1308598186.215023	2.286585	8	
68	3.0	2	sample	heartpurp	octored	circleblack	none	line	heartpurp	triyellow	circleblack	none	11	prime	1308598188.996424	4.792060	8	
69	48.0	2	sample	diagreen	circlered	octoyellow	none	line	octoyellow	circlered	diagreen	none	11	prime	1308598194.282658	2.903333	9	
70	86.0	2	sample	none	triblack	octoblack	none	line	trired	sqblack	octored	none	11	prime	1308598197.672806	4.650998	8	
71	72.0	2	sample	sqblack	circlered	triyellow	none	line	none	heartgreen	diablue	none	11	prime	1308598202.808214	4.454330	1	
72	60.0	2	sample	diapurp	trigreen	circlered	sqgreen	line	diapurp	sqblack	circlered	triyellow	11	prime	1308598207.778578	4.605197	9	
73	2.0	2	sample	circlegreen	diablack	trired	none	line	tripurp	octopurp	heartgreen	none	11	prime	1308598212.880056	3.713227	8	
74	55.0	2	sample	triblue	triblue	triyellow	triyellow	line	sqyellow	sqgreen	sqgreen	diablue	11	prime	1308598217.112263	4.303884	1	
75	63.0	2	sample	triyellow	circleblack	diapurp	octogreen	line	circleyellow	triblack	heartpurp	sqgreen	11	prime	1308598221.931413	7.572474	6	
76	15.0	2	sample	sqyellow	tripurp	sqyellow	none	line	sqyellow	trigreen	sqyellow	none	11	prime	1308598229.996726	2.158910	9	
77	8.0	2	sample	triblack	octored	diapurp	none	line	triblack	octogreen	diablack	none	11	prime	1308598232.652237	1.906462	9	
78	79.0	2	sample	diapurp	octogreen	sqred	none	line	none	diapurp	octogreen	none	11	prime	1308598235.040700	1.506781	8	
79	92.0	2	sample	sqblue	octored	heartblack	diagreen	line	triyellow	circlepurp	sqblue	none	11	prime	1308598237.053129	7.863897	6	
80	76.0	2	sample	sqyellow	heartpurp	triblue	none	line	none	heartpurp	triblue	none	11	prime	1308598245.403091	4.833971	8	
81	17.0	2	sample	circleyellow	octogreen	circleyellow	none	line	circleyellow	octoyellow	circleyellow	none	11	prime	1308598250.729550	3.418792	9	
82	26.0	2	sample	diablack	heartgreen	sqred	sqyellow	line	octoblack	trigreen	circlered	circleyellow	11	prime	1308598254.663272	12.014402	None	
83	35.0	2	sample	heartred	sqblack	heartred	circleblack	line	sqred	sqblack	heartblack	circleblack	11	prime	1308598267.189512	5.123169	9	
84	41.0	2	sample	sqblack	diared	circlepurp	none	line	trigreen	octoyellow	heartblue	none	11	prime	1308598272.807332	4.543537	1	
85	81.0	2	sample	heartblack	heartgreen	heartblack	none	line	none	heartblack	heartblack	none	11	prime	1308598277.831974	2.137554	8	
86	23.0	2	sample	sqyellow	diared	sqyellow	none	line	diayellow	sqred	sqred	none	11	prime	1308598280.461734	2.408044	9	
87	4.0	2	sample	tripurp	octoblack	heartred	none	line	tripurp	octoblack	diagreen	none	11	prime	1308598283.366141	2.437073	8	
88	88.0	2	sample	trigreen	octoblack	sqgreen	none	line	none	trigreen	sqgreen	none	11	prime	1308598286.287372	2.399609	8	
89	38.0	2	sample	octored	octored	diapurp	circlepurp	line	octored	diared	octopurp	diapurp	11	prime	1308598289.202456	3.627917	7	
90	52.0	2	sample	heartpurp	heartpurp	heartpurp	heartpurp	line	sqyellow	sqyellow	sqyellow	sqyellow	11	prime	1308598293.339190	1.165026	1	
91	89.0	2	sample	sqblack	circleyellow	triblack	none	line	none	sqblack	triblack	none	11	prime	1308598294.988855	2.796823	8	
92	44.0	2	sample	heartblack	triyellow	diapurp	none	line	diapurp	circleblue	heartblack	none	11	prime	1308598298.280315	4.311603	7	
93	103.0	2	sample	sqred	sqred	circleblue	circleyellow	line	circleblack	triblue	sqyellow	none	11	prime	1308598303.097718	4.714793	7	
94	96.0	2	sample	sqblue	circleblue	circlered	none	line	sqblue	sqred	circleblue	circlered	11	prime	1308598308.318862	4.167310	8	
95	56.0	2	sample	sqred	triblue	heartyellow	diablack	line	triblack	diayellow	sqblue	heartred	11	prime	1308598313.004550	4.602785	9	
96	59.0	2	sample	triblue	octoyellow	octogreen	circlered	line	sqpurp	sqyellow	sqgreen	circlered	11	prime	1308598318.122457	4.175155	3	
97	99.0	2	sample	triblue	triblue	sqpurp	sqred	line	sqblue	heartpurp	trired	none	11	prime	1308598322.806645	5.042995	3	
98	36.0	2	sample	triyellow	circleblue	triyellow	circleblue	line	circleblue	triyellow	circleblue	triyellow	11	prime	1308598328.372286	2.361027	9	
99	64.0	2	sample	trigreen	octoblue	triyellow	sqpurp	line	octoblue	triblue	circleblack	sqpurp	11	prime	1308598331.252598	7.170751	4	
100	69.0	2	sample	diablack	heartyellow	sqblack	octoyellow	line	diablack	heartyellow	sqblack	octoyellow	11	prime	1308598338.933898	2.257243	9	
101	34.0	2	sample	circleblue	diayellow	circleblue	sqyellow	line	diablue	diayellow	circleyellow	sqyellow	11	prime	1308598341.704840	3.563285	9	
102	58.0	2	sample	octoblue	diayellow	diagreen	circleblack	line	sqred	sqyellow	sqgreen	circleblack	11	prime	1308598345.780545	3.166842	1	
103	22.0	2	sample	circleblue	diayellow	circleblue	none	line	diablue	circleyellow	circleyellow	none	11	prime	1308598349.442038	2.405713	9	
104	102.0	2	sample	sqblack	sqblack	diared	diagreen	line	diapurp	trired	sqgreen	none	11	prime	1308598352.350588	4.634883	7	
item	itemNumber	block	type	shapeOne	shapeTwo	shapeThree	shapeFour	line	shapeFive	shapeSix	shapeSeven	shapeEight	sID	mode	onset_time	record_time	response	Other_keys
0	30.0	2	sample	octoblack	sqpurp	diablack	sqblack	line	sqpurp	circlered	circlered	diared	12	prime	1308600863.825546	6.942281	2	
1	61.0	2	sample	heartred	diagreen	circleblack	trigreen	line	heartred	triyellow	circleblack	diablue	12	prime	1308600871.289972	3.041018	3	
2	4.0	2	sample	trired	heartyellow	diagreen	none	line	trired	heartyellow	circlepurp	none	12	prime	1308600874.830352	4.290410	6	
3	38.0	2	sample	diapurp	diapurp	triblack	sqblack	line	diapurp	tripurp	diablack	triblack	12	prime	1308600879.639337	1.486676	7	
4	43.0	2	sample	trigreen	sqpurp	circlered	none	line	circleblue	diayellow	octopurp	none	12	prime	1308600881.623659	1.076818	3	
5	64.0	2	sample	diared	circleblack	diagreen	heartpurp	line	circleblack	diablack	triyellow	heartpurp	12	prime	1308600883.215519	2.087039	1	
6	75.0	2	sample	trired	circleyellow	sqpurp	none	line	none	tripurp	circleyellow	none	12	prime	1308600885.789307	1.966002	3	
7	19.0	2	sample	octoblue	heartblack	octoblue	none	line	heartblack	octoblue	heartblack	none	12	prime	1308600888.251052	1.145023	8	
8	81.0	2	sample	octored	octoblack	octored	none	line	none	octored	octored	none	12	prime	1308600889.883038	1.104083	8	
9	40.0	2	sample	sqyellow	triblack	octoblue	none	line	diared	circlegreen	heartpurp	none	12	prime	1308600891.483533	1.707923	2	
10	79.0	2	sample	octogreen	circleblue	heartblack	none	line	none	octogreen	circleblue	none	12	prime	1308600893.675678	1.421599	5	
11	12.0	2	sample	sqyellow	octored	sqpurp	none	line	triyellow	sqred	tripurp	none	12	prime	1308600895.594279	1.458687	8	
12	85.0	2	sample	heartblack	triyellow	sqblack	none	line	none	heartyellow	sqyellow	none	12	prime	1308600897.535491	0.959337	8	
13	6.0	2	sample	triyellow	sqgreen	triyellow	none	line	triyellow	sqgreen	triyellow	none	12	prime	1308600898.993226	0.844081	8	
14	53.0	2	sample	tripurp	tripurp	tripurp	tripurp	line	heartblack	heartblack	heartblack	heartblack	12	prime	1308600900.355933	1.917640	1	
15	71.0	2	sample	sqyellow	triblack	heartred	sqgreen	line	sqyellow	triblack	heartred	sqgreen	12	prime	1308600902.788301	2.600991	9	
16	65.0	2	sample	heartblack	tripurp	heartgreen	octoyellow	line	tripurp	heartpurp	diablue	octoyellow	12	prime	1308600905.907381	2.978861	5	
17	90.0	2	sample	none	octoblue	heartblue	none	line	octoblue	trigreen	heartblue	none	12	prime	1308600909.374064	1.152924	8	
18	41.0	2	sample	trired	heartgreen	sqblack	none	line	octoyellow	diapurp	circleblue	none	12	prime	1308600911.021914	1.311572	1	
19	32.0	2	sample	sqblack	heartpurp	octoblack	octopurp	line	sqblack	sqblack	octopurp	octopurp	12	prime	1308600912.842467	2.590292	8	
20	93.0	2	sample	triblue	heartred	diagreen	octopurp	line	circleyellow	sqblack	triblue	none	12	prime	1308600915.940772	1.066418	1	
21	22.0	2	sample	diayellow	circleblack	diayellow	none	line	circleyellow	diablack	diablack	none	12	prime	1308600917.499593	1.164929	8	
22	87.0	2	sample	none	sqpurp	diapurp	none	line	sqblue	circlepurp	diablue	none	12	prime	1308600919.147350	1.373396	7	
23	68.0	2	sample	sqred	diapurp	circlered	octopurp	line	sqred	diapurp	circlered	octopurp	12	prime	1308600921.034781	1.425019	9	
24	50.0	2	sample	triblack	triblue	sqyellow	none	line	tripurp	triblue	sqyellow	none	12	prime	1308600922.959213	1.588809	5	
25	36.0	2	sample	diared	tripurp	diared	tripurp	line	tripurp	diared	tripurp	diared	12	prime	1308600925.068809	1.567466	8	
26	55.0	2	sample	heartblue	heartblue	heartpurp	heartpurp	line	diapurp	diablack	diablack	sqblue	12	prime	1308600927.150164	1.458314	2	
27	84.0	2	sample	circleblue	diapurp	sqblue	none	line	none	circlepurp	sqpurp	none	12	prime	1308600929.091097	1.456429	6	
